variables_accelerate_config_num_processes,variables_decoder_config_decoder_top_k,global_energy_metrics_local_process_results_total_energy_joules_process_1,variables_batching_options_adaptive_max_tokens,global_energy_metrics_per-process_emissions_2,global_energy_metrics_per-process_emissions_3,inference_metrics_inference_performance_average_latency_ms_per_batch,variables_quantisation_cached_flops_for_quantised_models,setup_is_encoder_decoder,variables_query_rate,global_energy_metrics_local_process_results_gpu_energy_process_0,setup_task_type,compute_metrics_compute_utilisation_gpu_utilization_percent_3,setup_available_gpu_count,inference_metrics_inference_performance_total_inference_time_sec,global_energy_metrics_local_process_results_cpu_power_process_1,global_energy_metrics_local_process_results_ram_power_process_0,global_energy_metrics_local_process_results_cpu_power_process_3,variables_quantisation_load_in_4bit,variables_decode_token_to_text,inference_metrics_raw_inference_metrics_total_generated_tokens,global_energy_metrics_local_process_results_gpu_energy_process_2,global_energy_metrics_local_process_results_total_energy_kwh_process_3,compute_metrics_compute_utilisation_gpu_utilization_percent_1,setup_date_time,compute_metrics_memory_gpu_current_memory_reserved_bytes,global_energy_metrics_local_process_results_total_energy_joules_process_3,inference_metrics_raw_inference_metrics_total_input_tokens,global_energy_metrics_global_experiment_results_gpu_power_avg,variables_latency_simulation_simulate_burst,global_energy_metrics_global_experiment_results_total_energy_joules,global_energy_metrics_local_process_results_gpu_energy_process_3,global_energy_metrics_local_process_results_ram_energy_process_3,variables_sharding_config_fsdp_config_use_orig_params,global_energy_metrics_local_process_results_gpu_power_process_1,variables_latency_simulation_delay_max,variables_max_output_tokens,global_energy_metrics_local_process_results_ram_energy_process_0,global_energy_metrics_local_process_results_cpu_energy_process_0,setup_region,compute_metrics_memory_gpu_current_memory_allocated_bytes,variables_fp_precision,global_energy_metrics_local_process_results_ram_energy_process_2,global_energy_metrics_global_derived_quantities_joules_per_token,setup_python_version,global_energy_metrics_global_derived_quantities_joules_per_flop,compute_metrics_compute_utilisation_cpu_usage_percent,model_architecture_architecture,global_energy_metrics_local_process_results_gpu_power_process_3,global_energy_metrics_local_process_results_cpu_energy_process_3,global_energy_metrics_local_process_results_gpu_energy_process_1,global_energy_metrics_global_derived_quantities_tokens_per_joule,global_energy_metrics_local_process_results_cpu_power_process_0,setup_country,variables_accelerate_config_distributed_type,variables_batching_options_batch_size___fixed_batching,global_energy_metrics_local_process_results_total_energy_kwh_process_0,compute_metrics_compute_utilisation_gpu_utilization_percent_0,setup_experiment_id,global_energy_metrics_local_process_results_cpu_energy_process_2,variables_quantisation_quantization,global_energy_metrics_global_experiment_results_total_energy_kwh,variables_latency_simulation_burst_size,setup_available_cpu_count,variables_sharding_config_sharding_strategy,compute_metrics_flops,variables_backend,setup_gpu_model,global_energy_metrics_local_process_results_ram_energy_process_1,global_energy_metrics_global_experiment_results_cpu_energy_total,variables_number_input_prompts,compute_metrics_compute_utilisation_cpu_memory_usage_bytes,compute_metrics_compute_utilisation_gpu_utilization_percent_2,variables_decoder_config_decoder_temperature,global_energy_metrics_per-process_emissions_1,setup_os,global_energy_metrics_per-process_emissions_0,global_energy_metrics_local_process_results_gpu_power_process_2,variables_latency_simulation_simulate,compute_metrics_memory_gpu_max_memory_reserved_bytes,global_energy_metrics_local_process_results_ram_power_process_1,global_energy_metrics_local_process_results_total_energy_kwh_process_2,global_energy_metrics_global_experiment_results_ram_power_avg,global_energy_metrics_global_derived_quantities_flops_per_joule,global_energy_metrics_global_experiment_results_gpu_energy_total,variables_decoder_config_decoding_mode,inference_metrics_raw_inference_metrics_number_input_prompts,global_energy_metrics_local_process_results_total_energy_joules_process_0,variables_inference_type,global_energy_metrics_local_process_results_total_energy_joules_process_2,variables_latency_simulation_burst_interval,variables_max_input_tokens,inference_metrics_inference_performance_throughput_tokens_per_sec,inference_metrics_inference_performance_throughput_queries_per_sec,model_architecture_total_params,variables_batching_options_max_batch_size___adaptive_batching,global_energy_metrics_local_process_results_ram_power_process_2,global_energy_metrics_local_process_results_ram_power_process_3,variables_sharding_config_fsdp_config_cpu_offload,variables_quantisation_load_in_8bit,variables_decoder_config_decoder_top_p,setup_model,global_energy_metrics_global_experiment_results_ram_energy_total,global_energy_metrics_local_process_results_total_energy_kwh_process_1,variables_latency_simulation_delay_min,global_energy_metrics_local_process_results_gpu_power_process_0,global_energy_metrics_local_process_results_cpu_energy_process_1,global_energy_metrics_global_experiment_results_cpu_power_avg,compute_metrics_memory_gpu_max_memory_allocated_bytes,variables_config_name,global_energy_metrics_experiment_id,setup_cpu_model,variables_batching_options_adaptive_batching,global_energy_metrics_local_process_results_cpu_power_process_2
4,0,16437.291373921136,0,0.001760075462672129,0.0017494432842298708,3656.5281711082207,16949970993152,False,1.0,0.0038467036329139503,text_generation,84.0,4,29.252225368865766,112.5,0.6727538108825684,112.5,True,True,16384,0.003824504726267719,0.004620226965932875,99.0,"April 16, 2025 at 09:51:30 AM",2128609280,16632.81707735835,16384,294.2061830072242,False,66058.5406252104,0.0038706253187195117,4.9733832103227394e-06,False,408.3517974005585,0,128,4.962378052984491e-06,0.0007194700475938589,saxony,1609970688,torch.float16,5.18862819747832e-06,4.0318933487066895,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",3.897265703398482e-09,3.8,Unknown (no config attribute),363.55680813829474,0.0007446282640030403,0.0038390697379213634,0.24802243351024403,112.5,Germany,DistributedType.MULTI_GPU,16,0.004571136058560795,0.0,0455,0.0007626239686214831,True,0.018349594618113998,0,128,NO_SHARD,16949970993152,pytorch,4 x NVIDIA A100-PCIE-40GB,4.9129691748193405e-06,0.0029486538436558473,128,1927114752,100.0,0.8,0.0017393850413597938,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.001741374281508735,131.958004805838,False,2128609280,0.7082633972167969,0.00459231732308668,0.6978389024734497,256590152.2002934,0.015380903415822544,greedy,128,16456.089810818863,pure_generative,16532.34236311205,0.0,128,560.0941396218731,4.375735465795883,749275136,0,0.7050819396972656,0.705256462097168,False,False,0.0,meta-llama/Llama-3.2-1B,2.0037358635604888e-05,0.004565914270533649,0,272.9581216842055,0.0007219315634374652,112.5,1609970688,decoding_greedy_decoder_temperature_0.8,0455,AMD EPYC 7742 64-Core Processor,False,112.5
4,50,16498.105457303383,0,0.001764155251909374,0.0017739212623343501,3678.8824316172395,16949970993152,False,1.0,0.003874792544277028,text_generation,100.0,4,29.431059452937916,112.5,0.6895737648010254,112.5,True,True,16384,0.0038658944816010177,0.004656572417205277,100.0,"April 16, 2025 at 09:52:41 AM",2128609280,16763.660701938996,16384,434.41785488311297,False,66650.71048856186,0.0038870147762777307,5.544840268798289e-06,False,479.4503072626376,0,128,5.33742234538605e-06,0.0007636403119067836,saxony,1609970688,torch.float16,5.545471581601961e-06,4.068036528842887,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",3.932202038309657e-09,3.9,Unknown (no config attribute),394.2464978286182,0.0007640128006587475,0.0038574939193249946,0.24581883493667647,112.5,Germany,DistributedType.MULTI_GPU,16,0.004643770278529198,0.0,0456,0.0007594965264324854,True,0.018514086246822742,0,128,NO_SHARD,16949970993152,pytorch,4 x NVIDIA A100-PCIE-40GB,5.260042265741002e-06,0.003007202748880445,128,1975275520,100.0,0.6,0.0017458203538777012,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.0017690442876056982,416.44051395115423,False,2128609280,0.7184872627258301,0.004630936479615104,0.7121422290802002,254310432.2355399,0.015485195721480771,top_k,128,16717.573002705114,pure_generative,16671.371326614375,0.0,128,556.6907989227852,4.34914686658426,749275136,0,0.7192840576171875,0.7212238311767578,False,False,0.0,meta-llama/Llama-3.2-1B,2.16877764615273e-05,0.004582807071473162,0,447.5341004900419,0.0007200531098824285,112.5,1609970688,decoding_top_k_decoder_top_k_50_decoder_temperature_0.6,0456,AMD EPYC 7742 64-Core Processor,False,112.5
4,500,17520.29879926487,0,0.0018539882854388759,0.0018561713932782132,3666.1152083834168,16949970993152,False,1.0,0.003935055370264173,text_generation,100.0,4,29.328921667067334,112.5,0.6915650367736816,112.5,True,True,16384,0.003939579818327488,0.004846347635328607,100.0,"April 16, 2025 at 09:53:52 AM",2128609280,17446.851487182987,16384,76.93958967493079,False,69962.45329906314,0.003935055370264173,6.142912100289851e-06,False,80.73701854650145,0,128,5.865945980055019e-06,0.0009075158269024541,saxony,1609970688,torch.float16,6.231549436596727e-06,4.270169268741647,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",4.127585429339605e-09,3.5,Unknown (no config attribute),78.3426634470924,0.0009051493529641447,0.003936659260435071,0.23418275414048975,112.5,Germany,DistributedType.MULTI_GPU,16,0.004848437143146684,0.0,0457,0.000926668992593477,True,0.01943401480529532,0,128,NO_SHARD,16949970993152,pytorch,4 x NVIDIA A100-PCIE-40GB,6.2713508396135465e-06,0.003663153227647854,128,1980977152,83.0,0.6,0.0018470121296817294,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.001846216131678433,78.01577380863054,False,2128609280,0.7239489555358887,0.004872480360357562,0.7143094539642334,242272393.17491135,0.015746349819290906,top_k,128,17454.373715328064,pure_generative,17540.92929728722,0.0,128,558.6294711406713,4.364292743286494,749275136,0,0.7190937995910645,0.7226300239562988,False,False,0.0,meta-llama/Llama-3.2-1B,2.4511758356555144e-05,0.004866749666462464,0,70.66290289749874,0.0009238190551877779,112.5,1609970688,decoding_top_k_decoder_top_k_500_decoder_temperature_0.6,0457,AMD EPYC 7742 64-Core Processor,False,112.5
4,0,85685.01716531171,0,0.009051063714632147,0.009067140913645971,1784.845606930503,16949970993152,False,1.0,0.017174821239845706,text_generation,100.0,4,228.46023768710438,112.5,0.6615514755249023,112.5,True,True,11147,0.016879057669900277,0.02393324052467638,100.0,"April 16, 2025 at 09:59:04 AM",2143289344,86159.66588883496,16384,318.52303544517883,False,343943.5290195185,0.017104042294332267,3.839607401880737e-05,False,288.5212071483749,0,128,3.6917144858110423e-05,0.006834305859825694,saxony,1609948672,torch.float16,3.916727568929606e-05,30.85525513766202,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",2.029168835501111e-08,3.6,Unknown (no config attribute),281.0634771452549,0.006790802156325295,0.016958953289374357,0.032409390087311155,112.5,Germany,DistributedType.MULTI_GPU,1,0.02404604424452952,0.0,0459,0.006840965800261986,True,0.09553986917208848,0,128,NO_SHARD,16949970993152,pytorch,4 x NVIDIA A100-PCIE-40GB,3.8223420559360066e-05,0.02727029076351028,128,1894768640,100.0,1.0,0.009117367977875468,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.009160340554953522,85.97048507517535,False,2143289344,0.6960768699645996,0.023759190745851547,0.6873182058334351,49281261.49508137,0.0681168744934526,NA,128,86565.75928030627,pure_generative,85533.08668506557,0.0,128,48.79186029416094,0.560272550251422,749275136,0,0.699188232421875,0.6924562454223633,False,False,0.0,meta-llama/Llama-3.2-1B,0.00015270391512557392,0.02380139365703103,0,618.5369724119101,0.006804216947097306,112.5,1609948672,batching_1,0459,AMD EPYC 7742 64-Core Processor,False,112.5
4,200,16041.991061690032,0,0.0016948011375906738,0.0017138468878823312,3511.828613365651,16949970993152,False,1.0,0.0037482860541793173,text_generation,100.0,4,28.09462890692521,112.5,0.6336264610290527,112.5,True,True,16384,0.003746953830892963,0.004391756449678524,100.0,"April 16, 2025 at 10:00:15 AM",2128609280,15810.323218842685,16384,252.89865714672797,False,64064.23944578489,0.0037363504890750576,4.3012063499291575e-06,False,27.621772559665764,0,128,4.277447910852756e-06,0.0006963172895902973,saxony,1609970688,torch.float16,4.804450804669789e-06,3.9101708646108944,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",3.779607615356253e-09,3.6,Unknown (no config attribute),914.808145756501,0.000651104754253538,0.0037482860541793173,0.2557432998773856,112.5,Germany,DistributedType.MULTI_GPU,16,0.0044488807916804665,0.0,0460,0.000747117916969728,True,0.017795622068273585,0,128,NO_SHARD,16949970993152,pytorch,4 x NVIDIA A100-PCIE-40GB,4.5622469442705425e-06,0.002797800287937207,128,1815089152,100.0,0,0.0016975545819307828,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.0016730396195050337,35.77380319931805,False,2128609280,0.6728239059448243,0.004498876198667361,0.6624791622161865,264577729.16349238,0.014979876428326655,top_k,128,16015.97085004968,pure_generative,16195.9543152025,0.0,128,583.1719669364065,4.556030991690676,749275136,0,0.6774301528930664,0.6660361289978027,False,False,0.0,meta-llama/Llama-3.2-1B,1.7945352009722246e-05,0.0044561086282472314,0,33.39090707142709,0.0007032603271236442,112.5,1609970688,decoding_top_k_decoder_top_k_200_decoder_temperature_0,0460,AMD EPYC 7742 64-Core Processor,False,112.5
4,100,16313.143922534582,0,0.001737994868071252,0.0017466406515971517,3662.97451662831,16949970993152,False,1.0,0.0038697214291083526,text_generation,100.0,4,29.30379613302648,112.5,0.6890087127685548,112.5,True,True,16384,0.003880079492949662,0.004584960366444814,100.0,"April 16, 2025 at 10:01:26 AM",2128609280,16505.85731920133,16384,309.08961512874504,False,65891.61983504062,0.0038715030971996356,4.928041868322197e-06,False,0.0,0,128,4.90622275707511e-06,0.000687637390978125,saxony,1609970688,torch.float16,5.199082848351798e-06,4.021705312197303,"3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",3.8874178523173675e-09,4.0,Unknown (no config attribute),351.52979913108123,0.0007085292273768572,0.003848170578534038,0.24865073951766964,112.5,Germany,DistributedType.MULTI_GPU,16,0.004562265042843554,0.0,0461,0.0007392948794986296,True,0.01830322773195573,0,128,NO_SHARD,16949970993152,pytorch,4 x NVIDIA A100-PCIE-40GB,5.156357434554002e-06,0.0028135634292557367,128,1973387264,97.0,1.0,0.0017262478270248748,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,0.0017617312577952562,415.3080968807427,False,2128609280,0.7240090370178223,0.004624573455296643,0.7155193090438843,257240162.4908627,0.015469474597791688,top_k,128,16424.154154236792,pure_generative,16648.464439067917,0.0,128,559.1084488038264,4.368034756279894,749275136,0,0.7280302047729492,0.7210292816162109,False,False,0.0,meta-llama/Llama-3.2-1B,2.0189704908303108e-05,0.0045314288673707175,0,469.52056450315615,0.0006781019314021249,112.5,1609970688,decoding_top_k_decoder_top_k_100_decoder_temperature_1.0,0461,AMD EPYC 7742 64-Core Processor,False,112.5
